Open Time,Open,High,Low,Close,Volume,Close Time,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,zero
1685034000000,26276.73000000,26393.75000000,26250.01000000,26350.84000000,1595.73866000,1685037599999,42008365.19715980,31198,806.18327000,21220504.79853890,0
1685037600000,26350.85000000,26413.08000000,26330.47000000,26374.54000000,1501.99422000,1685041199999,39611539.41652280,28961,713.23766000,18808636.47083460,0
1685041200000,26374.53000000,26631.98000000,26370.16000000,26468.68000000,3098.11072000,1685044799999,82115941.53495030,51722,1561.27379000,41374661.91886640,0
1685044800000,26468.67000000,26522.80000000,26458.52000000,26485.21000000,814.61595000,1685048399999,21574637.02886140,20344,419.02404000,11097232.44076570,0
1685048400000,26485.21000000,26485.22000000,26437.53000000,26475.86000000,672.19930000,1685051999999,17785388.73606120,18349,268.75511000,7110480.99463570,0
1685052000000,26475.85000000,26478.44000000,26432.46000000,26454.41000000,565.98514000,1685055599999,14973188.15359480,14546,255.31672000,6754128.04969830,0
1685055600000,26454.41000000,26551.02000000,26454.41000000,26473.79000000,839.82770000,1685059199999,22252247.45554190,18276,444.46079000,11775944.66100460,0
1685059200000,26473.80000000,26505.24000000,26384.36000000,26469.93000000,1100.64504000,1685062799999,29115359.23838970,28890,534.12561000,14128565.83683540,0
1685062800000,26469.94000000,26539.34000000,26350.00000000,26414.90000000,2072.24102000,1685066399999,54816311.63245190,33646,1010.93640000,26745065.95999390,0
1685066400000,26414.90000000,26442.37000000,26385.36000000,26403.34000000,615.13573000,1685069999999,16251755.16452460,14360,295.00942000,7794011.93243660,0
1685070000000,26403.34000000,26467.56000000,26394.54000000,26435.14000000,659.12119000,1685073599999,17420020.74236450,15257,299.21218000,7907199.47678820,0
1685073600000,26435.14000000,26450.85000000,26410.03000000,26426.43000000,572.61717000,1685077199999,15134806.05867300,15091,236.02920000,6238705.84585310,0
1685077200000,26426.44000000,26432.10000000,26336.99000000,26347.43000000,834.85234000,1685080799999,22023845.42998210,21656,291.72182000,7695283.61253940,0
1685080800000,26347.44000000,26442.80000000,26327.24000000,26434.40000000,1030.08019000,1685084399999,27172849.42263890,26495,510.63781000,13470607.54720580,0
1685084400000,26434.40000000,26534.05000000,26414.36000000,26501.33000000,1532.23064000,1685087999999,40552943.44858320,33528,873.69495000,23125159.26970600,0
1685088000000,26501.34000000,26549.00000000,26468.26000000,26473.36000000,1664.40136000,1685091599999,44111184.74891020,24144,714.10167000,18924469.58059890,0
1685091600000,26473.37000000,26473.50000000,26427.93000000,26445.45000000,1165.18735000,1685095199999,30819218.69760330,21482,551.41787000,14584366.76627560,0
1685095200000,26445.46000000,26485.86000000,26423.62000000,26450.13000000,917.13231000,1685098799999,24257183.20069960,19847,448.66803000,11865584.89087190,0
1685098800000,26450.12000000,26500.00000000,26429.16000000,26463.29000000,1288.54293000,1685102399999,34093404.29530650,23920,588.91509000,15583026.48271570,0
1685102400000,26463.29000000,26528.64000000,26355.81000000,26440.04000000,2090.29052000,1685105999999,55256667.32959930,35145,864.01021000,22838595.35402370,0
1685106000000,26440.04000000,26593.35000000,26440.04000000,26539.97000000,2147.29604000,1685109599999,56964157.94391810,38750,1058.18241000,28073264.94652570,0
1685109600000,26539.98000000,26932.16000000,26539.97000000,26760.01000000,5884.01743000,1685113199999,157461590.08778850,85179,3165.79979000,84702480.54992270,0
1685113200000,26760.00000000,26846.29000000,26741.61000000,26750.21000000,2715.69143000,1685116799999,72761055.82047960,40470,1236.58441000,33134851.04925790,0
1685116800000,26750.22000000,26830.00000000,26744.63000000,26792.36000000,1276.23413000,1685120399999,34192756.57998600,26470,548.31355000,14689293.97702580,0
1685120400000,26792.35000000,26837.34000000,26686.04000000,26713.00000000,1672.57471000,1685123999999,44754278.89509990,29775,703.35499000,18819971.76964890,0
1685124000000,26713.00000000,26757.09000000,26610.49000000,26730.69000000,1922.71379000,1685127599999,51298845.32851790,34567,793.97781000,21184633.83726790,0
1685127600000,26730.68000000,26822.88000000,26730.68000000,26767.21000000,1434.76741000,1685131199999,38420997.75117390,25215,739.09927000,19791529.28291590,0
1685131200000,26767.22000000,26807.50000000,26736.11000000,26747.66000000,915.97852000,1685134799999,24519220.06504490,19666,381.31988000,10207491.11683010,0
1685134800000,26747.66000000,26790.00000000,26722.35000000,26725.24000000,668.95967000,1685138399999,17895085.45635910,15706,313.10380000,8376883.07718210,0
1685138400000,26725.23000000,26754.11000000,26686.00000000,26686.00000000,476.78842000,1685141999999,12743025.38572510,14509,176.78278000,4724891.57315510,0
1685142000000,26686.01000000,26726.77000000,26686.00000000,26705.92000000,403.68779000,1685145599999,10781161.87019020,11987,172.37566000,4603173.00909560,0
1685145600000,26705.93000000,26713.40000000,26633.00000000,26651.92000000,757.05421000,1685149199999,20188293.85179640,23352,367.95497000,9810994.85253590,0
1685149200000,26651.93000000,26713.76000000,26645.62000000,26713.76000000,944.48038000,1685152799999,25201957.67069820,14791,392.95835000,10487015.97218000,0
1685152800000,26713.75000000,26742.98000000,26688.08000000,26742.97000000,459.21649000,1685156399999,12267297.31622790,12450,225.11577000,6013656.42281210,0
1685156400000,26742.98000000,26782.73000000,26713.15000000,26752.00000000,510.19944000,1685159999999,13645324.18147990,14911,218.32268000,5839277.77922700,0
1685160000000,26752.00000000,26786.51000000,26725.50000000,26760.96000000,736.60810000,1685163599999,19707949.48581310,16545,351.31564000,9399274.70837910,0
1685163600000,26760.95000000,26763.71000000,26724.76000000,26725.16000000,417.81894000,1685167199999,11174824.23117340,12705,199.11159000,5325622.11336510,0
1685167200000,26725.16000000,26763.99000000,26710.00000000,26749.47000000,575.09910000,1685170799999,15374007.87109650,17549,310.65168000,8305971.52698180,0
1685170800000,26749.46000000,26749.47000000,26710.00000000,26722.80000000,427.07326000,1685174399999,11413391.21634220,13421,182.47412000,4876258.15855740,0
1685174400000,26722.80000000,26722.80000000,26676.17000000,26688.65000000,670.07974000,1685177999999,17888413.71081940,17249,216.40531000,5776312.80952980,0
1685178000000,26688.64000000,26732.66000000,26683.43000000,26699.17000000,447.03861000,1685181599999,11937937.86111320,15701,225.96760000,6034021.31097060,0
1685181600000,26699.16000000,26716.55000000,26667.93000000,26676.89000000,675.33439000,1685185199999,18029638.30189450,15476,297.61093000,7945712.45370090,0
1685185200000,26676.89000000,26714.01000000,26666.37000000,26699.02000000,450.38607000,1685188799999,12019823.50785240,15686,260.10854000,6941789.50204050,0
1685188800000,26699.02000000,26743.80000000,26677.40000000,26711.50000000,608.65364000,1685192399999,16258570.51454320,16007,285.72487000,7633153.62655220,0
1685192400000,26711.50000000,26777.77000000,26551.00000000,26628.29000000,1169.30285000,1685195999999,31204873.76701780,26335,511.92667000,13662884.49493350,0
1685196000000,26628.29000000,26724.19000000,26607.42000000,26666.87000000,876.55253000,1685199599999,23373187.97581650,25638,447.80067000,11940723.69768310,0
1685199600000,26666.87000000,26690.06000000,26636.98000000,26690.05000000,519.80287000,1685203199999,13859870.76130800,17541,282.02542000,7519775.10637050,0
1685203200000,26690.06000000,26694.26000000,26620.35000000,26664.07000000,526.03404000,1685206799999,14025249.61789300,17366,191.19904000,5097354.50865940,0
1685206800000,26664.07000000,26765.03000000,26663.62000000,26756.70000000,878.06118000,1685210399999,23457352.75149520,21833,465.74081000,12442945.14400880,0
1685210400000,26756.71000000,26846.00000000,26702.63000000,26702.64000000,972.08491000,1685213999999,26025760.71993970,25174,489.31222000,13102090.79467810,0
1685214000000,26702.64000000,26765.73000000,26702.63000000,26729.60000000,405.54357000,1685217599999,10844038.58001930,14960,162.78009000,4352386.44743310,0
1685217600000,26729.60000000,26751.52000000,26726.01000000,26751.52000000,338.38058000,1685221199999,9047484.99394340,13322,175.52952000,4693248.21364220,0
1685221200000,26751.52000000,26774.95000000,26733.84000000,26771.27000000,329.47792000,1685224799999,8814848.99188260,13126,150.10223000,4015680.42299520,0
1685224800000,26771.28000000,26835.93000000,26761.88000000,26803.28000000,773.85827000,1685228399999,20732887.91792360,17620,419.98028000,11252287.64127610,0
1685228400000,26803.28000000,26895.00000000,26803.27000000,26854.27000000,627.54561000,1685231999999,16844277.23640140,16936,322.18176000,8648159.06415990,0
1685232000000,26854.28000000,27119.50000000,26764.36000000,27072.42000000,2783.30210000,1685235599999,75083141.36532650,53447,1612.10849000,43495718.27963810,0
1685235600000,27072.41000000,27165.62000000,27070.83000000,27093.94000000,2381.56573000,1685239199999,64568865.00458080,43965,1109.72252000,30086433.05296910,0
1685239200000,27093.94000000,27129.64000000,27072.16000000,27100.01000000,894.21219000,1685242799999,24232255.37509320,16583,499.39647000,13533656.69553490,0
1685242800000,27100.00000000,27247.10000000,27100.00000000,27187.23000000,1945.12459000,1685246399999,52856310.49842160,31923,1097.90282000,29835328.20299160,0
1685246400000,27187.24000000,27285.52000000,27167.97000000,27167.97000000,1840.13486000,1685249999999,50107529.54211940,29293,1052.80545000,28671401.80356670,0
1685250000000,27167.98000000,27190.81000000,27128.41000000,27164.75000000,1459.78402000,1685253599999,39639530.24338610,22368,924.80699000,25112265.64496210,0
1685253600000,27164.75000000,27228.91000000,27164.75000000,27184.90000000,1455.13251000,1685257199999,39579394.24307970,25577,789.76571000,21482266.28502280,0
1685257200000,27184.90000000,27229.15000000,27182.01000000,27226.37000000,863.34309000,1685260799999,23485911.03277410,19256,461.60555000,12557231.17837970,0
1685260800000,27226.38000000,27247.42000000,27178.36000000,27197.63000000,986.50776000,1685264399999,26837558.51983390,23020,486.05703000,13223005.32320980,0
1685264400000,27197.63000000,27198.99000000,27136.01000000,27156.68000000,703.64548000,1685267999999,19116545.02299950,18922,310.39638000,8432422.99325100,0
1685268000000,27156.69000000,27218.94000000,27147.19000000,27212.35000000,628.63901000,1685271599999,17086125.59499160,20407,334.00289000,9078465.90253530,0
1685271600000,27212.34000000,27344.23000000,27153.75000000,27153.76000000,1795.88389000,1685275199999,48924503.08771750,37781,936.26707000,25507750.42742350,0
1685275200000,27153.76000000,27187.37000000,27100.02000000,27142.48000000,1070.92681000,1685278799999,29071440.24778130,25866,546.71717000,14841421.99620800,0
1685278800000,27142.49000000,27226.46000000,27134.75000000,27181.31000000,928.51519000,1685282399999,25234198.72396090,22139,431.56369000,11727412.75762300,0
1685282400000,27181.31000000,27239.99000000,27168.09000000,27190.21000000,975.37554000,1685285999999,26531802.09450150,21632,494.24675000,13443867.50845710,0
1685286000000,27190.21000000,27280.00000000,27171.56000000,27272.17000000,1084.12486000,1685289599999,29526300.80874920,25760,585.71793000,15952359.65742710,0
1685289600000,27272.17000000,27344.00000000,27224.70000000,27252.27000000,1293.84044000,1685293199999,35290723.74675680,30601,728.75904000,19878419.67272060,0
1685293200000,27252.26000000,27424.44000000,27212.91000000,27351.59000000,1824.71681000,1685296799999,49869950.69139740,35260,1034.48169000,28271183.00925770,0
1685296800000,27351.59000000,27746.33000000,27314.49000000,27589.75000000,5361.54706000,1685300399999,147810328.82194300,92115,2871.84310000,79155857.78255250,0
1685300400000,27589.76000000,27630.36000000,27477.56000000,27525.99000000,1660.16644000,1685303999999,45776528.49454420,32133,743.37806000,20498763.24564410,0
1685304000000,27525.99000000,27593.84000000,27525.99000000,27554.48000000,835.87875000,1685307599999,23041040.78487510,21490,424.62695000,11704143.50557830,0
1685307600000,27554.47000000,27956.00000000,27548.68000000,27835.02000000,2628.63416000,1685311199999,72944913.47559950,53110,1429.48723000,39664206.12457370,0
1685311200000,27835.03000000,28175.00000000,27835.02000000,28090.39000000,5264.43925000,1685314799999,147757628.27496840,89401,2720.13837000,76331726.37318400,0
1685314800000,28090.39000000,28261.32000000,28050.69000000,28065.00000000,3250.56801000,1685318399999,91389816.27509400,51812,1720.76131000,48384166.17773360,0
1685318400000,28065.01000000,28447.14000000,28065.00000000,28192.53000000,5865.77291000,1685321999999,165819639.51887620,88101,3071.03271000,86810761.50643180,0
1685322000000,28192.52000000,28214.68000000,28133.71000000,28166.57000000,2156.43484000,1685325599999,60764758.45743710,33686,1173.92487000,33080883.42914690,0
1685325600000,28166.57000000,28179.00000000,28096.00000000,28096.01000000,1428.54515000,1685329199999,40192319.01741980,29552,599.80694000,16875945.06347000,0
1685329200000,28096.01000000,28134.25000000,27914.28000000,27954.99000000,2727.71419000,1685332799999,76526512.04820010,45031,1127.29129000,31629453.30581500,0
1685332800000,27954.99000000,28004.41000000,27854.00000000,27947.07000000,2298.30663000,1685336399999,64166929.12194870,40507,1068.63302000,29839484.41523720,0
1685336400000,27947.07000000,28047.01000000,27938.36000000,27990.72000000,1494.37831000,1685339999999,41830586.00876780,29990,722.21360000,20214863.69089630,0
1685340000000,27990.71000000,28037.28000000,27982.59000000,28002.49000000,1003.44480000,1685343599999,28102813.67977190,25813,437.18898000,12243901.67519060,0
1685343600000,28002.49000000,28002.55000000,27841.00000000,27907.87000000,1855.23496000,1685347199999,51768378.29240120,35888,864.88253000,24132647.64762760,0
1685347200000,27907.86000000,27945.00000000,27846.72000000,27900.61000000,1186.17515000,1685350799999,33101379.58860000,22564,495.17073000,13817800.73629010,0
1685350800000,27900.60000000,27944.77000000,27857.22000000,27939.95000000,907.58650000,1685354399999,25328298.03045210,20889,452.78830000,12636125.62768830,0
1685354400000,27939.96000000,27971.01000000,27745.78000000,27857.59000000,1871.39317000,1685357999999,52156091.43326000,35540,862.83276000,24041163.38096830,0
1685358000000,27857.60000000,27936.53000000,27842.93000000,27913.87000000,1062.90718000,1685361599999,29645589.12346610,23198,542.60590000,15132890.97642060,0
1685361600000,27913.87000000,27949.70000000,27862.92000000,27876.98000000,972.08024000,1685365199999,27117358.71077660,22344,429.52238000,11982052.63596680,0
1685365200000,27876.98000000,27944.13000000,27862.44000000,27903.12000000,1134.13561000,1685368799999,31644056.42451370,26330,530.91429000,14812326.57540730,0
1685368800000,27903.12000000,27932.53000000,27699.00000000,27787.77000000,2069.21576000,1685372399999,57575158.11291230,38787,901.26710000,25075677.84053030,0
1685372400000,27787.77000000,27841.94000000,27588.00000000,27630.51000000,3367.56031000,1685375999999,93244777.46968050,62076,1537.32238000,42567631.12546680,0
1685376000000,27630.50000000,27673.64000000,27545.53000000,27597.24000000,3363.29117000,1685379599999,92840577.78173450,52783,1448.25912000,39981797.21277580,0
